name time_processing shape
./img/001.jpg 4.9 |(4000, 3000)|
./img/007.jpg 4.58 |(3264, 2448)|
./img/016.jpg 4.91 |(4000, 3000)|
./img/032.jpg 4.89 |(4000, 3000)|
./img/050.jpg 4.91 |(4000, 3000)|
./img/056.jpg 4.89 |(4000, 3000)|
./img/075.jpg 4.9 |(4000, 3000)|
./img/082.jpg 4.88 |(4000, 3000)|
./img/090.jpg 4.89 |(4000, 3000)|
